City Code,City,Metro,County,State,Population Rank,Percent Change,Current Price,variable,value
11867,Henderson,Las Vegas,Clark,NV,76,0.0758405003909,1376,November 2010,1282.0
25934,Modesto,Modesto,Stanislaus,CA,77,0.179577464789,1340,November 2010,1168.0
32900,Mobile,Mobile,Mobile,AL,78,0.0186608122942,928,November 2010,927.0
25320,Jersey City,New York,Hudson,NJ,79,0.148596587782,2087,November 2010,1781.0
53060,Lubbock,Lubbock,Lubbock,TX,80,0.0613718411552,1176,November 2010,1101.0
18298,Glendale,Phoenix,Maricopa,AZ,81,0.171830985915,1248,November 2010,1082.0
24457,Durham,Durham,Durham,NC,82,0.148409893993,1300,November 2010,1143.0
13121,Orlando,Orlando,Orange,FL,83,0.212264150943,1285,November 2010,1069.0
6210,Norfolk,Virginia Beach,Norfolk City,VA,84,0.0305028854081,1250,November 2010,1204.0
26922,Saint Petersburg,Tampa,Pinellas,FL,85,0.224394785847,1315,November 2010,1083.0
53856,Pensacola,Pensacola,Escambia,FL,86,0.102771362587,955,November 2010,860.0
18170,Fort Wayne,Fort Wayne,Allen,IN,87,0.0419426048565,944,November 2010,909.0
32503,Lincoln,Lincoln,Lancaster,NE,89,0.193032015066,1267,November 2010,1058.0
20328,San Bernardino,Riverside,San Bernardino,CA,90,0.160194174757,1434,November 2010,1216.0
24225,Corona,Riverside,Riverside,CA,91,0.092799188641,2155,November 2010,1983.0
51405,Chula Vista,San Diego,San Diego,CA,92,0.139846743295,2380,November 2010,2096.0
44564,Chesapeake,Virginia Beach,Chesapeake City,VA,93,0.0104438642298,1548,November 2010,1534.0
25104,Hialeah,Miami-Fort Lauderdale,Miami-Dade,FL,94,0.238062283737,1789,November 2010,1414.0
18251,Garland,Dallas-Fort Worth,Dallas,TX,96,0.226333907057,1425,November 2010,1127.0
24741,Fontana,Riverside,San Bernardino,CA,97,0.179323548181,1848,November 2010,1575.0
31614,Fort Myers,Fort Myers,Lee,FL,98,0.30557868443,1568,November 2010,1212.0
25428,Knoxville,Knoxville,Knox,TN,99,0.155681818182,1017,November 2010,859.0
52893,Laredo,Laredo,Webb,TX,100,0.110435663627,1096,November 2010,976.0
12447,Los Angeles,Los Angeles,Los Angeles,CA,2,0.261108566193,2753,December 2010,2184.0
17426,Chicago,Chicago,Cook,IL,3,0.0549450549451,1632,December 2010,1555.0
39051,Houston,Houston,Harris,TX,4,0.192660550459,1430,December 2010,1199.0
13271,Philadelphia,Philadelphia,Philadelphia,PA,5,0.107861060329,1212,December 2010,1099.0
40326,Phoenix,Phoenix,Maricopa,AZ,6,0.164332399627,1247,December 2010,1080.0
18959,Las Vegas,Las Vegas,Clark,NV,7,0.0517826825127,1239,December 2010,1183.0
6915,San Antonio,San Antonio,Bexar,TX,8,0.205400192864,1250,December 2010,1043.0
54296,San Diego,San Diego,San Diego,CA,9,0.208516886931,2469,December 2010,2059.0
38128,Dallas,Dallas-Fort Worth,Dallas,TX,10,0.203287197232,1391,December 2010,1135.0
33839,San Jose,San Jose,Santa Clara,CA,11,0.392372881356,3286,December 2010,2367.0
25290,Jacksonville,Jacksonville,Duval,FL,12,0.125122189638,1151,December 2010,1016.0
20330,San Francisco,San Francisco,San Francisco,CA,13,0.374098463468,4382,December 2010,3207.0
32149,Indianapolis,Indianapolis,Marion,IN,14,0.0790790790791,1078,December 2010,998.0
10221,Austin,Austin,Travis,TX,15,0.356707317073,1780,December 2010,1301.0
18172,Fort Worth,Dallas-Fort Worth,Tarrant,TX,16,0.179245283019,1375,December 2010,1160.0
17762,Detroit,Detroit,Wayne,MI,17,-0.0985576923077,750,December 2010,844.0
10920,Columbus,Columbus,Franklin,OH,18,0.189765458422,1116,December 2010,933.0
32811,Memphis,Memphis,Shelby,TN,19,-0.00940070505288,843,December 2010,855.0
24043,Charlotte,Charlotte,Mecklenburg,NC,20,0.263671875,1294,December 2010,1022.0
17933,El Paso,El Paso,El Paso,TX,21,-0.0805555555556,993,December 2010,1083.0
44269,Boston,Boston,Suffolk,MA,22,0.410844046954,2524,December 2010,1771.0
16037,Seattle,Seattle,King,WA,23,0.429147465438,2481,December 2010,1740.0
3523,Baltimore,Baltimore,Baltimore City,MD,24,0.0856192851205,1306,December 2010,1195.0
11093,Denver,Denver,Denver,CO,25,0.490936555891,1974,December 2010,1312.0
41568,Washington,Washington,District of Columbia,DC,26,0.146363230701,2569,December 2010,2203.0
6118,Nashville,Nashville,Davidson,TN,27,0.338273757629,1535,December 2010,1156.0
7481,Tucson,Tucson,Pima,AZ,29,0.0688259109312,1056,December 2010,985.0
13373,Portland,Portland,Multnomah,OR,30,0.438854489164,1859,December 2010,1286.0
33225,Oklahoma City,Oklahoma City,Oklahoma,OK,31,0.055063913471,1073,December 2010,1009.0
40152,Omaha,Omaha,Douglas,NE,32,0.107325383305,1300,December 2010,1173.0
18203,Fresno,Fresno,Fresno,CA,34,-0.000805152979066,1241,December 2010,1249.0
20288,Sacramento,Sacramento,Sacramento,CA,35,0.171339563863,1504,December 2010,1292.0
19331,Mesa,Phoenix,Maricopa,AZ,36,0.157323688969,1280,December 2010,1109.0
46298,Long Beach,Los Angeles,Los Angeles,CA,37,0.206808943089,2375,December 2010,1971.0
18795,Kansas City,Kansas City,Jackson,MO,38,0.172215843858,1021,December 2010,860.0
41515,Virginia Beach,Virginia Beach,Virginia Beach City,VA,39,0.0407055630936,1534,December 2010,1479.0
4172,Colorado Springs,Colorado Springs,El Paso,CO,40,0.173693086003,1392,December 2010,1186.0
37211,Atlanta,Atlanta,Fulton,GA,41,0.271171941831,1486,December 2010,1162.0
12700,Miami,Miami-Fort Lauderdale,Miami-Dade,FL,42,0.287299630086,2088,December 2010,1618.0
13072,Oakland,San Francisco,Alameda,CA,43,0.587004405286,2882,December 2010,1861.0
20859,Tulsa,Tulsa,Tulsa,OK,44,0.0722222222222,965,December 2010,896.0
24115,Cleveland,Cleveland,Cuyahoga,OH,45,0.0369003690037,843,December 2010,819.0
18615,Honolulu,Urban Honolulu,Honolulu,HI,46,0.131786542923,2439,December 2010,2172.0
5983,Minneapolis,Minneapolis-St Paul,Hennepin,MN,47,0.198924731183,1561,December 2010,1299.0
50763,Arlington,Dallas-Fort Worth,Tarrant,TX,50,0.192910140148,1447,December 2010,1214.0
54047,Raleigh,Raleigh,Wake,NC,51,0.159128978224,1384,December 2010,1193.0
7929,Wichita,Wichita,Sedgwick,KS,52,0.134007585335,897,December 2010,793.0
41176,Tampa,Tampa,Hillsborough,FL,53,0.184713375796,1302,December 2010,1095.0
16764,Anaheim,Los Angeles,Orange,CA,54,0.196879302432,2608,December 2010,2181.0
47568,Santa Ana,Los Angeles,Orange,CA,55,0.238977955912,2473,December 2010,1996.0
16846,Aurora,Denver,Arapahoe,CO,56,0.505076142132,1779,December 2010,1164.0
6891,Saint Louis,St. Louis,Saint Louis City,MO,57,0.120603015075,892,December 2010,796.0
38025,Corpus Christi,Corpus Christi,Nueces,TX,58,0.177029360967,1363,December 2010,1161.0
4099,Cincinnati,Cincinnati,Hamilton,OH,59,0.372986369269,1108,December 2010,794.0
26529,Pittsburgh,Pittsburgh,Allegheny,PA,60,0.0870425321464,1099,December 2010,1032.0
47401,Riverside,Riverside,Riverside,CA,61,0.125316455696,1778,December 2010,1571.0
12562,Marietta,Atlanta,Cobb,GA,62,0.120910384068,1576,December 2010,1402.0
3506,Bakersfield,Bakersfield,Kern,CA,64,0.0516431924883,1344,December 2010,1275.0
20313,Saint Paul,Minneapolis-St Paul,Ramsey,MN,65,0.290858725762,1398,December 2010,1029.0
34303,Toledo,Toledo,Lucas,OH,66,0.148529411765,781,December 2010,686.0
7081,Silver Spring,Washington,Montgomery,MD,67,0.074203187251,2157,December 2010,1993.0
25574,Lexington,Lexington,Fayette,KY,68,0.227873855544,1207,December 2010,981.0
12970,Newark,New York,Essex,NJ,69,0.00867244829887,1512,December 2010,1488.0
47945,Tallahassee,Tallahassee,Leon,FL,70,0.0417028670721,1199,December 2010,1156.0
7266,Stockton,Stockton,San Joaquin,CA,71,0.180086580087,1363,December 2010,1169.0
53915,Plano,Dallas-Fort Worth,Collin,TX,72,0.165471923536,1951,December 2010,1670.0
17222,Buffalo,Buffalo,Erie,NY,73,-0.0757894736842,878,December 2010,919.0
17384,Chandler,Phoenix,Maricopa,AZ,74,0.118271417741,1475,December 2010,1324.0
12455,Louisville,Louisville,Jefferson,KY,75,0.126927639383,950,December 2010,839.0
11867,Henderson,Las Vegas,Clark,NV,76,0.0758405003909,1376,December 2010,1279.0
25934,Modesto,Modesto,Stanislaus,CA,77,0.179577464789,1340,December 2010,1154.0
32900,Mobile,Mobile,Mobile,AL,78,0.0186608122942,928,December 2010,916.0
25320,Jersey City,New York,Hudson,NJ,79,0.148596587782,2087,December 2010,1803.0
53060,Lubbock,Lubbock,Lubbock,TX,80,0.0613718411552,1176,December 2010,1106.0
18298,Glendale,Phoenix,Maricopa,AZ,81,0.171830985915,1248,December 2010,1073.0
24457,Durham,Durham,Durham,NC,82,0.148409893993,1300,December 2010,1142.0
13121,Orlando,Orlando,Orange,FL,83,0.212264150943,1285,December 2010,1064.0
6210,Norfolk,Virginia Beach,Norfolk City,VA,84,0.0305028854081,1250,December 2010,1210.0
26922,Saint Petersburg,Tampa,Pinellas,FL,85,0.224394785847,1315,December 2010,1076.0
53856,Pensacola,Pensacola,Escambia,FL,86,0.102771362587,955,December 2010,866.0
18170,Fort Wayne,Fort Wayne,Allen,IN,87,0.0419426048565,944,December 2010,910.0
32503,Lincoln,Lincoln,Lancaster,NE,89,0.193032015066,1267,December 2010,1062.0
20328,San Bernardino,Riverside,San Bernardino,CA,90,0.160194174757,1434,December 2010,1230.0
24225,Corona,Riverside,Riverside,CA,91,0.092799188641,2155,December 2010,1980.0
51405,Chula Vista,San Diego,San Diego,CA,92,0.139846743295,2380,December 2010,2098.0
44564,Chesapeake,Virginia Beach,Chesapeake City,VA,93,0.0104438642298,1548,December 2010,1528.0
25104,Hialeah,Miami-Fort Lauderdale,Miami-Dade,FL,94,0.238062283737,1789,December 2010,1430.0
18251,Garland,Dallas-Fort Worth,Dallas,TX,96,0.226333907057,1425,December 2010,1147.0
24741,Fontana,Riverside,San Bernardino,CA,97,0.179323548181,1848,December 2010,1573.0
31614,Fort Myers,Fort Myers,Lee,FL,98,0.30557868443,1568,December 2010,1216.0
25428,Knoxville,Knoxville,Knox,TN,99,0.155681818182,1017,December 2010,870.0
52893,Laredo,Laredo,Webb,TX,100,0.110435663627,1096,December 2010,978.0
12447,Los Angeles,Los Angeles,Los Angeles,CA,2,0.261108566193,2753,January 2011,2183.0
17426,Chicago,Chicago,Cook,IL,3,0.0549450549451,1632,January 2011,1547.0
39051,Houston,Houston,Harris,TX,4,0.192660550459,1430,January 2011,1199.0
13271,Philadelphia,Philadelphia,Philadelphia,PA,5,0.107861060329,1212,January 2011,1094.0
40326,Phoenix,Phoenix,Maricopa,AZ,6,0.164332399627,1247,January 2011,1071.0
18959,Las Vegas,Las Vegas,Clark,NV,7,0.0517826825127,1239,January 2011,1178.0
6915,San Antonio,San Antonio,Bexar,TX,8,0.205400192864,1250,January 2011,1037.0
54296,San Diego,San Diego,San Diego,CA,9,0.208516886931,2469,January 2011,2043.0
38128,Dallas,Dallas-Fort Worth,Dallas,TX,10,0.203287197232,1391,January 2011,1156.0
33839,San Jose,San Jose,Santa Clara,CA,11,0.392372881356,3286,January 2011,2360.0
25290,Jacksonville,Jacksonville,Duval,FL,12,0.125122189638,1151,January 2011,1023.0
20330,San Francisco,San Francisco,San Francisco,CA,13,0.374098463468,4382,January 2011,3189.0
32149,Indianapolis,Indianapolis,Marion,IN,14,0.0790790790791,1078,January 2011,999.0
10221,Austin,Austin,Travis,TX,15,0.356707317073,1780,January 2011,1312.0
18172,Fort Worth,Dallas-Fort Worth,Tarrant,TX,16,0.179245283019,1375,January 2011,1166.0
17762,Detroit,Detroit,Wayne,MI,17,-0.0985576923077,750,January 2011,832.0
10920,Columbus,Columbus,Franklin,OH,18,0.189765458422,1116,January 2011,938.0
32811,Memphis,Memphis,Shelby,TN,19,-0.00940070505288,843,January 2011,851.0
24043,Charlotte,Charlotte,Mecklenburg,NC,20,0.263671875,1294,January 2011,1024.0
17933,El Paso,El Paso,El Paso,TX,21,-0.0805555555556,993,January 2011,1080.0
44269,Boston,Boston,Suffolk,MA,22,0.410844046954,2524,January 2011,1789.0
16037,Seattle,Seattle,King,WA,23,0.429147465438,2481,January 2011,1736.0
3523,Baltimore,Baltimore,Baltimore City,MD,24,0.0856192851205,1306,January 2011,1203.0
11093,Denver,Denver,Denver,CO,25,0.490936555891,1974,January 2011,1324.0
41568,Washington,Washington,District of Columbia,DC,26,0.146363230701,2569,January 2011,2241.0
6118,Nashville,Nashville,Davidson,TN,27,0.338273757629,1535,January 2011,1147.0
7481,Tucson,Tucson,Pima,AZ,29,0.0688259109312,1056,January 2011,988.0
13373,Portland,Portland,Multnomah,OR,30,0.438854489164,1859,January 2011,1292.0
33225,Oklahoma City,Oklahoma City,Oklahoma,OK,31,0.055063913471,1073,January 2011,1017.0
40152,Omaha,Omaha,Douglas,NE,32,0.107325383305,1300,January 2011,1174.0
18203,Fresno,Fresno,Fresno,CA,34,-0.000805152979066,1241,January 2011,1242.0
20288,Sacramento,Sacramento,Sacramento,CA,35,0.171339563863,1504,January 2011,1284.0
19331,Mesa,Phoenix,Maricopa,AZ,36,0.157323688969,1280,January 2011,1106.0
46298,Long Beach,Los Angeles,Los Angeles,CA,37,0.206808943089,2375,January 2011,1968.0
18795,Kansas City,Kansas City,Jackson,MO,38,0.172215843858,1021,January 2011,871.0
41515,Virginia Beach,Virginia Beach,Virginia Beach City,VA,39,0.0407055630936,1534,January 2011,1474.0
4172,Colorado Springs,Colorado Springs,El Paso,CO,40,0.173693086003,1392,January 2011,1186.0
37211,Atlanta,Atlanta,Fulton,GA,41,0.271171941831,1486,January 2011,1169.0
12700,Miami,Miami-Fort Lauderdale,Miami-Dade,FL,42,0.287299630086,2088,January 2011,1622.0
13072,Oakland,San Francisco,Alameda,CA,43,0.587004405286,2882,January 2011,1816.0
20859,Tulsa,Tulsa,Tulsa,OK,44,0.0722222222222,965,January 2011,900.0
24115,Cleveland,Cleveland,Cuyahoga,OH,45,0.0369003690037,843,January 2011,813.0
18615,Honolulu,Urban Honolulu,Honolulu,HI,46,0.131786542923,2439,January 2011,2155.0
5983,Minneapolis,Minneapolis-St Paul,Hennepin,MN,47,0.198924731183,1561,January 2011,1302.0
50763,Arlington,Dallas-Fort Worth,Tarrant,TX,50,0.192910140148,1447,January 2011,1213.0
54047,Raleigh,Raleigh,Wake,NC,51,0.159128978224,1384,January 2011,1194.0
7929,Wichita,Wichita,Sedgwick,KS,52,0.134007585335,897,January 2011,791.0
41176,Tampa,Tampa,Hillsborough,FL,53,0.184713375796,1302,January 2011,1099.0
16764,Anaheim,Los Angeles,Orange,CA,54,0.196879302432,2608,January 2011,2179.0
47568,Santa Ana,Los Angeles,Orange,CA,55,0.238977955912,2473,January 2011,1996.0
16846,Aurora,Denver,Arapahoe,CO,56,0.505076142132,1779,January 2011,1182.0
6891,Saint Louis,St. Louis,Saint Louis City,MO,57,0.120603015075,892,January 2011,796.0
38025,Corpus Christi,Corpus Christi,Nueces,TX,58,0.177029360967,1363,January 2011,1158.0
4099,Cincinnati,Cincinnati,Hamilton,OH,59,0.372986369269,1108,January 2011,807.0
26529,Pittsburgh,Pittsburgh,Allegheny,PA,60,0.0870425321464,1099,January 2011,1011.0
47401,Riverside,Riverside,Riverside,CA,61,0.125316455696,1778,January 2011,1580.0
12562,Marietta,Atlanta,Cobb,GA,62,0.120910384068,1576,January 2011,1406.0
3506,Bakersfield,Bakersfield,Kern,CA,64,0.0516431924883,1344,January 2011,1278.0
20313,Saint Paul,Minneapolis-St Paul,Ramsey,MN,65,0.290858725762,1398,January 2011,1083.0
34303,Toledo,Toledo,Lucas,OH,66,0.148529411765,781,January 2011,680.0
7081,Silver Spring,Washington,Montgomery,MD,67,0.074203187251,2157,January 2011,2008.0
25574,Lexington,Lexington,Fayette,KY,68,0.227873855544,1207,January 2011,983.0
12970,Newark,New York,Essex,NJ,69,0.00867244829887,1512,January 2011,1499.0
47945,Tallahassee,Tallahassee,Leon,FL,70,0.0417028670721,1199,January 2011,1151.0
7266,Stockton,Stockton,San Joaquin,CA,71,0.180086580087,1363,January 2011,1155.0
53915,Plano,Dallas-Fort Worth,Collin,TX,72,0.165471923536,1951,January 2011,1674.0
17222,Buffalo,Buffalo,Erie,NY,73,-0.0757894736842,878,January 2011,950.0
17384,Chandler,Phoenix,Maricopa,AZ,74,0.118271417741,1475,January 2011,1319.0
12455,Louisville,Louisville,Jefferson,KY,75,0.126927639383,950,January 2011,843.0
11867,Henderson,Las Vegas,Clark,NV,76,0.0758405003909,1376,January 2011,1279.0
25934,Modesto,Modesto,Stanislaus,CA,77,0.179577464789,1340,January 2011,1136.0
32900,Mobile,Mobile,Mobile,AL,78,0.0186608122942,928,January 2011,911.0
25320,Jersey City,New York,Hudson,NJ,79,0.148596587782,2087,January 2011,1817.0
53060,Lubbock,Lubbock,Lubbock,TX,80,0.0613718411552,1176,January 2011,1108.0
18298,Glendale,Phoenix,Maricopa,AZ,81,0.171830985915,1248,January 2011,1065.0
24457,Durham,Durham,Durham,NC,82,0.148409893993,1300,January 2011,1132.0
13121,Orlando,Orlando,Orange,FL,83,0.212264150943,1285,January 2011,1060.0
6210,Norfolk,Virginia Beach,Norfolk City,VA,84,0.0305028854081,1250,January 2011,1213.0
26922,Saint Petersburg,Tampa,Pinellas,FL,85,0.224394785847,1315,January 2011,1074.0
53856,Pensacola,Pensacola,Escambia,FL,86,0.102771362587,955,January 2011,866.0
18170,Fort Wayne,Fort Wayne,Allen,IN,87,0.0419426048565,944,January 2011,906.0
32503,Lincoln,Lincoln,Lancaster,NE,89,0.193032015066,1267,January 2011,1062.0
20328,San Bernardino,Riverside,San Bernardino,CA,90,0.160194174757,1434,January 2011,1236.0
24225,Corona,Riverside,Riverside,CA,91,0.092799188641,2155,January 2011,1972.0
51405,Chula Vista,San Diego,San Diego,CA,92,0.139846743295,2380,January 2011,2088.0
44564,Chesapeake,Virginia Beach,Chesapeake City,VA,93,0.0104438642298,1548,January 2011,1532.0
25104,Hialeah,Miami-Fort Lauderdale,Miami-Dade,FL,94,0.238062283737,1789,January 2011,1445.0
18251,Garland,Dallas-Fort Worth,Dallas,TX,96,0.226333907057,1425,January 2011,1162.0
24741,Fontana,Riverside,San Bernardino,CA,97,0.179323548181,1848,January 2011,1567.0
31614,Fort Myers,Fort Myers,Lee,FL,98,0.30557868443,1568,January 2011,1201.0
25428,Knoxville,Knoxville,Knox,TN,99,0.155681818182,1017,January 2011,880.0
52893,Laredo,Laredo,Webb,TX,100,0.110435663627,1096,January 2011,987.0
12447,Los Angeles,Los Angeles,Los Angeles,CA,2,0.261108566193,2753,February 2011,2188.0
17426,Chicago,Chicago,Cook,IL,3,0.0549450549451,1632,February 2011,1537.0
39051,Houston,Houston,Harris,TX,4,0.192660550459,1430,February 2011,1200.0
13271,Philadelphia,Philadelphia,Philadelphia,PA,5,0.107861060329,1212,February 2011,1087.0
40326,Phoenix,Phoenix,Maricopa,AZ,6,0.164332399627,1247,February 2011,1067.0
18959,Las Vegas,Las Vegas,Clark,NV,7,0.0517826825127,1239,February 2011,1177.0
6915,San Antonio,San Antonio,Bexar,TX,8,0.205400192864,1250,February 2011,1032.0
54296,San Diego,San Diego,San Diego,CA,9,0.208516886931,2469,February 2011,2030.0
38128,Dallas,Dallas-Fort Worth,Dallas,TX,10,0.203287197232,1391,February 2011,1159.0
33839,San Jose,San Jose,Santa Clara,CA,11,0.392372881356,3286,February 2011,2343.0
25290,Jacksonville,Jacksonville,Duval,FL,12,0.125122189638,1151,February 2011,1032.0
20330,San Francisco,San Francisco,San Francisco,CA,13,0.374098463468,4382,February 2011,3127.0
32149,Indianapolis,Indianapolis,Marion,IN,14,0.0790790790791,1078,February 2011,997.0
10221,Austin,Austin,Travis,TX,15,0.356707317073,1780,February 2011,1325.0
18172,Fort Worth,Dallas-Fort Worth,Tarrant,TX,16,0.179245283019,1375,February 2011,1166.0
17762,Detroit,Detroit,Wayne,MI,17,-0.0985576923077,750,February 2011,820.0
10920,Columbus,Columbus,Franklin,OH,18,0.189765458422,1116,February 2011,942.0
32811,Memphis,Memphis,Shelby,TN,19,-0.00940070505288,843,February 2011,849.0
24043,Charlotte,Charlotte,Mecklenburg,NC,20,0.263671875,1294,February 2011,1026.0
17933,El Paso,El Paso,El Paso,TX,21,-0.0805555555556,993,February 2011,1072.0
44269,Boston,Boston,Suffolk,MA,22,0.410844046954,2524,February 2011,1819.0
16037,Seattle,Seattle,King,WA,23,0.429147465438,2481,February 2011,1734.0
3523,Baltimore,Baltimore,Baltimore City,MD,24,0.0856192851205,1306,February 2011,1210.0
11093,Denver,Denver,Denver,CO,25,0.490936555891,1974,February 2011,1334.0
41568,Washington,Washington,District of Columbia,DC,26,0.146363230701,2569,February 2011,2276.0
6118,Nashville,Nashville,Davidson,TN,27,0.338273757629,1535,February 2011,1141.0
7481,Tucson,Tucson,Pima,AZ,29,0.0688259109312,1056,February 2011,990.0
13373,Portland,Portland,Multnomah,OR,30,0.438854489164,1859,February 2011,1296.0
33225,Oklahoma City,Oklahoma City,Oklahoma,OK,31,0.055063913471,1073,February 2011,1016.0
